"","...1","...2","duration..ms.","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","spec_rate","labels"
"182",48518,0.285044,0.02722441,0.6976744,0.445,0.8083315,0.3948187,0.3002008,0.00206,0.114,0.7849246,0.3964306,0.06098594,0
"183",162964,0.8649617,0.04207303,0.7492417,0.572,0.7886408,0.04725389,0.9608434,0.707,0.107,0.9648241,0.4779822,0.004832395,0
"184",103551,0.5599814,0.04326704,0.7371082,0.637,0.8148795,0.04041451,0.6777108,0,0.217,0.8603015,0.5358364,0.004023627,1
"185",154818,0.8217791,0.06587198,0.5298281,0.501,0.7952668,0.03108808,0.7660643,1.08e-05,0.102,0.3879397,0.5338369,0.002062209,0
"186",103237,0.5587114,0.08431235,0.8129424,0.674,0.7345577,0.1129534,0.1034137,0.00321,0.0512,0.9035176,0.5180696,0.005889387,1
"187",69980,0.3883232,0.05707375,0.6248736,0.85,0.7645225,0.04124352,0.4417671,0.887,0.113,0.6371859,0.5592881,0.003144268,1
"188",14196,0.08579313,0.07212175,0.5156724,0.378,0.6849646,0.09637306,0.003634538,6.55e-05,0.13,0.6904523,0.5646088,0.005852831,1
"189",77603,0.42916,0.08236284,0.6784631,0.722,0.825138,0.04580311,0.4156627,7.82e-05,0.174,0.7939698,0.3390381,0.002443449,1
"190",39947,0.2335969,0.06111875,0.6723964,0.715,0.8177169,0.04134715,0.004949799,0.876,0.504,0.3567839,0.5383485,0.002949726,1
"191",120469,0.6445729,0.04747137,0.6804853,0.507,0.8426928,0.03937824,0.8895582,0.000627,0.114,0.8733668,0.6261358,0.003586363,0
"192",172733,0.9139874,0.08491352,0.7340748,0.651,0.8363943,0.3108808,0.1646586,7.26e-06,0.303,0.3839196,0.6952203,0.01609703,1
"193",89341,0.4882743,0.04509114,0.6622851,0.438,0.7269184,0.04373057,0.7610442,0.617,0.107,0.9427136,0.517036,0.00418464,0
"194",161588,0.853639,0.05519766,0.6127401,0.532,0.8703658,0.02569948,0.09598394,1.27e-05,0.276,0.6984925,0.4037762,0.002023658,1
"195",71254,0.3973361,0.05690692,0.5490394,0.583,0.8211001,0.0319171,0.02700803,0.419,0.101,0.3296482,0.4067966,0.00244016,0
"196",177764,0.942091,0.0381946,0.6825076,0.483,0.7903246,0.1170984,0.06767068,0,0.0918,0.7417085,0.6776696,0.0131344,1
"197",169043,0.8962351,0.03571482,0.6754297,0.172,0.7197312,0.2072539,0.874498,0,0.095,0.5758794,0.400366,0.02478072,0
"198",85451,0.4697556,0.07018364,0.7735086,0.539,0.8318263,0.06611399,0.4678715,0.0124,0.195,0.6743719,0.3971592,0.004123177,0
"199",137858,0.7338524,0.06743498,0.7259858,0.34,0.763587,0.05834197,0.5682731,0,0.14,0.5457286,0.3317476,0.003782792,0
"200",99301,0.5430495,0.05628767,0.5500506,0.866,0.8410558,0.05005181,0.07449799,4.5e-05,0.316,0.7849246,0.7707438,0.003867363,1
"201",131886,0.7023308,0.06317253,0.5712841,0.813,0.876867,0.07056995,0.2379518,0,0.11,0.6763819,0.5423178,0.004875513,1
"202",115711,0.6219022,0.06371392,0.809909,0.327,0.6916373,0.06352332,0.4156627,0.259,0.578,0.639196,0.4328028,0.004352446,0
"203",45969,0.2685043,0.06296398,0.562184,0.664,0.7413707,0.1222798,0.3433735,0.956,0.12,0.1577889,0.5930721,0.008475201,1
"204",31308,0.180135,0.0459587,0.5631951,0.236,0.8210533,0.02590674,0.9086345,0.000316,0.185,0.1849246,0.4141592,0.00243408,0
"205",179454,0.9510859,0.05954658,0.7067745,0.503,0.7807365,0.09139896,0.3925703,0.0126,0.0996,0.05487437,0.4865733,0.006687375,0
"206",33867,0.1901445,0.04002648,0.6329626,0.584,0.7745783,0.0919171,0.810241,0.000422,0.125,0.8452261,0.7762593,0.009859077,1
"207",107379,0.5746143,0.04862839,0.7866532,0.469,0.7748901,0.1357513,0.1335341,1.29e-06,0.102,0.3085427,0.5547723,0.01208021,1
"208",140350,0.7467942,0.07599323,0.5338726,0.572,0.8130242,0.03025907,0.2660643,0,0.107,0.4160804,0.3812691,0.001746285,0
"209",159227,0.84205,0.04773831,0.809909,0.576,0.8529045,0.2507772,0.2148594,0,0.0714,0.760804,0.393982,0.02271656,1
"210",118134,0.6343799,0.03242977,0.4661274,0.729,0.8540894,0.1006218,0.685743,0,0.118,0.8130653,0.7512571,0.01318349,1
"211",87131,0.4771062,0.1333003,0.4246714,0.547,0.7630414,0.03585492,0.4869478,0,0.0881,0.2934673,0.5672607,0.00119192,0
"212",122961,0.6564713,0.04161339,0.3923155,0.439,0.8322004,0.03430052,0.8504016,0.633,0.109,0.1286432,0.4269483,0.003544808,0
"213",48615,0.2855873,0.05874381,0.3235592,0.203,0.7713667,0.03626943,0.9568273,0.000179,0.207,0.3738693,0.5924197,0.002688869,0
"214",5716,0.02804243,0.07010189,0.6754297,0.784,0.8223629,0.5440415,0.2198795,0,0.0664,0.641206,0.4636087,0.0339675,1
"215",167634,0.8899099,0.04853914,0.859454,0.566,0.807895,0.09430052,0.06837349,1.73e-06,0.093,0.1748744,0.5379375,0.008406458,1
"216",379,0.00188532611824305,0.0836269226042142,0.712841253791709,0.643,0.833213806866016,0.0286010362694301,0.115461847389558,0.000763,0.111,0.385929648241206,0.420225452111548,0.00150321379403791,0
"217",159799,0.8450039,0.04742688,0.586451,0.849,0.753578,0.03367876,0.03172691,0.0405,0.341,0.9336683,0.6045353,0.003070053,1
"218",98721,0.5395487,0.06142268,0.4014156,0.207,0.7303327,0.03430052,0.7038153,3.07e-05,0.116,0.2693467,0.7255898,0.002435265,0
"219",186075,0.9833667,0.0623389,0.6552073,0.827,0.8609024,0.04352332,0.005351406,0.338,0.217,0.601005,0.7455975,0.003045967,1
"220",32669,0.1855103,0.05754452,0.6632963,0.561,0.8477129,0.05129534,0.2771084,0,0.143,0.4713568,0.609856,0.003879597,1
"221",116379,0.6253742,0.06174467,0.421638,0.639,0.8083315,0.03150259,0.2429719,0.53,0.231,0.3537688,0.6353115,0.002225296,0
"222",131345,0.6991466,0.03780114,0.744186,0.68,0.8405413,0.361658,0.1204819,0,0.134,0.6070352,0.7456568,0.04096793,1
"223",29171,0.1716798,0.05085235,0.8068756,0.609,0.8475102,0.2414508,0.2389558,0.000164,0.148,0.6070352,0.3683613,0.02057975,1
"224",112988,0.603657,0.07373174,0.6147624,0.816,0.7921487,0.0357513,0.02700803,0.000618,0.0539,0.8623116,0.4100331,0.002124971,1
"225",183169,0.9707379,0.05871739,0.6248736,0.596,0.844626,0.02870466,0.02730924,0.884,0.0922,0.05507538,0.457517,0.002128976,1
"226",180769,0.9580263,0.05673535,0.3791709,0.0866,0.6360887,0.05481865,0.9608434,0.000539,0.176,0.07929648,0.3680648,0.004203325,0
"227",132604,0.7061878,0.03178856,0.2628918,0.031,0.5046459,0.03958549,0.5913655,0.0713,0.12,0.03768844,0.6311261,0.005285323,0
"228",116393,0.6254461,0.05491236,0.3852376,0.659,0.8064139,0.03181347,0.007349398,3.53e-05,0.168,0.2100503,0.4323961,0.002517681,0
"229",128784,0.6824881,0.04490484,0.8736097,0.757,0.8333853,0.05481865,0.1947791,0.000939,0.133,0.5567839,0.5168665,0.00526657,1
"230",84241,0.4646861,0.03483975,0.7168857,0.517,0.8095008,0.03471503,0.2781124,0.118,0.484,0.4311558,0.4463672,0.004249729,1
"231",88348,0.4825787,0.04392327,0.6804853,0.286,0.6698731,0.07502591,0.7781124,0.808,0.0996,0.7949749,0.3815233,0.007362451,0
"232",7791,0.04818375,0.07181476,0.5834176,0.664,0.7927255,0.04777202,0.005351406,0.111,0.142,0.1648241,0.4593852,0.00291333,0
"233",168745,0.8946448,0.08679491,0.4186047,0.37,0.6899068,0.05937824,0.6987952,0.000129,0.211,0.3316583,0.3255373,0.00300929,0
"234",23917,0.1434215,0.1009931,0.8240647,0.375,0.6937108,0.1274611,0.06797189,0.923,0.119,0.6432161,0.5083814,0.005568048,1
"235",87294,0.4781784,0.04813344,0.7664307,0.858,0.8964173,0.0480829,0.4317269,0,0.201,0.9678392,0.5083136,0.00432115,1
"236",50471,0.2931178,0.0678479,0.4964611,0.374,0.8180443,0.03253886,0.8835341,0,0.115,0.2522613,0.3384874,0.002097266,0
"237",44480,0.2571887,0.1038628,0.6986855,0.716,0.797122,0.05015544,2.811245e-05,0.91,0.076,0.1758794,0.5253559,0.002131537,1
"238",44424,0.2568397,0.08739386,0.520728,0.691,0.832294,0.03367876,0.004638554,0.857,0.103,0.6271357,0.6777035,0.001695387,0
"239",43304,0.2518026,0.05334408,0.6885743,0.574,0.7897166,0.03958549,0.5793173,0.895,0.219,0.5246231,0.3820358,0.00322174,1
"240",143123,0.7603621,0.1075849,0.6541962,0.429,0.731424,0.9398964,0.9287149,0,0.719,0.5417085,0.5104614,0.03858587,0
"241",159703,0.8444462,0.07855893,0.5338726,0.929,0.8626329,0.06756477,0.1415663,0,0.105,0.5959799,0.3303962,0.003774845,1
"242",50256,0.2922615,0.0506894,0.6875632,0.781,0.8695239,0.05440415,0.05421687,6.01e-06,0.316,0.4603015,0.4236568,0.004651445,1
"243",133171,0.7093396,0.0609305,0.5187058,0.344,0.766939,0.03046632,0.6094378,2.68e-06,0.0987,0.158794,0.6271186,0.002179998,0
"244",147058,0.7805358,0.04735264,0.6956522,0.458,0.7929594,0.6093264,0.1405622,0,0.407,0.561809,0.527635,0.05562813,1
"245",77981,0.431254,0.08136181,0.5712841,0.837,0.8828381,0.03533679,0.03915663,0,0.148,0.3778894,0.4870265,0.001907778,1
"246",23797,0.1421874,0.04618477,0.1678463,0.465,0.7453619,0.03564767,0.7700803,0.289,0.106,0.2924623,0.4053224,0.003333536,0
"247",133353,0.7107787,0.098002,0.6734075,0.277,0.7067756,0.03253886,0.6526104,0.913,0.117,0.4994975,0.7202606,0.00146401,0
"248",85101,0.4683236,0.04672226,0.8341759,0.593,0.8162514,0.08051813,0.9708835,0.525,0.104,0.9276382,0.4636426,0.007446231,1
"249",125976,0.6705357,0.1305833,0.4934277,0.408,0.7977612,0.03450777,0.09638554,0.000146,0.103,0.4874372,0.777526,0.001170669,1
"250",45036,0.2641256,0.0389551,0.8776542,0.728,0.8594057,0.3958549,0.1546185,0,0.175,0.4984925,0.410982,0.04357403,1
"251",10511,0.06615192,0.07059295,0.2173913,0.76,0.8274765,0.03948187,0.5963855,0.00193,0.0843,0.1407035,0.3920461,0.002448364,0
"252",100865,0.5494394,0.04352926,0.6410516,0.392,0.7569767,0.1046632,0.5090361,7.86e-05,0.0931,0.3376884,0.3389407,0.01035997,0
"253",137484,0.7305603,0.07069027,0.3983822,0.281,0.6611425,0.04362694,9.578313e-06,0.69,0.41,0.3708543,0.5086906,0.002701781,0
"254",7479,0.04122892,0.06530445,0.5904954,0.611,0.8459512,0.02787565,0.1917671,1.52e-06,0.244,0.1889447,0.3370852,0.001864737,0
"255",109091,0.583897,0.06854167,0.6430738,0.418,0.771164,0.03274611,0.5050201,0,0.113,0.3487437,0.4072372,0.002089827,0
"256",106947,0.5729484,0.05937724,0.5672396,0.553,0.7828412,0.415544,0.7168675,0,0.0995,0.3075377,0.693441,0.03048812,0
"257",108608,0.5816267,0.06102894,0.7542973,0.738,0.8782077,0.2145078,0.07078313,0,0.043,0.6331658,0.4016284,0.01532494,1
"258",99572,0.5441864,0.06257942,0.9271992,0.643,0.8112937,0.04279793,0.1335341,0.00342,0.0569,0.7497487,0.4982907,0.002984022,1
"259",176899,0.9375648,0.03811368,0.892821,0.57,0.8612921,0.05906736,0.05240964,1.07e-06,0.0989,0.8844221,0.4577457,0.006638728,1
"260",84850,0.4670464,0.0738057,0.7451972,0.316,0.7427894,0.0946114,0.7419679,0.732,0.0903,0.6090452,0.5444868,0.005617977,0
"261",36946,0.2084796,0.0429164,0.7553084,0.689,0.8350067,0.3409326,0.01726908,0,0.256,0.5839196,0.5418137,0.03420868,1
"262",29979,0.1749,0.153347,0.4701719,0.466,0.8091734,0.03450777,0.08393574,0.0427,0.0911,0.5577889,0.696076,0.0009989757,0
"263",35472,0.1971929,0.07088881,0.7815976,0.916,0.8527642,0.04196891,0.008935743,0.87,0.0921,0.4984925,0.5295075,0.002592008,1
"264",79352,0.4400653,0.07526276,0.8250758,0.441,0.7980574,0.0319171,0.815261,0.824,0.162,0.7638191,0.3334166,0.001859418,0
"265",53682,0.3073369,0.1258148,0.7704752,0.51,0.7624334,0.3896373,0.06024096,1.06e-06,0.731,0.4613065,0.5088601,0.01371203,1
"266",91890,0.4989854,0.081599,0.6986855,0.658,0.8341492,0.03720207,0.3995984,4.58e-05,0.112,0.6201005,0.4137949,0.002002774,1
"267",128975,0.6834667,0.03817652,0.5652174,0.901,0.858252,0.06487047,0.7620482,0,0.277,0.9155779,0.3944226,0.007279512,1
"268",90404,0.49293,0.08703432,0.6986855,0.155,0.6487481,0.03305699,0.3795181,0.417,0.0967,0.2030151,0.4797021,0.001670817,0
"269",126903,0.6740653,0.04697781,0.6926188,0.874,0.8764772,0.09917098,0.4307229,3.03e-06,0.13,0.7698492,0.5848834,0.009123243,1
"270",134970,0.7188705,0.05471939,0.4266936,0.281,0.7719279,0.0388601,0.7861446,0,0.116,0.3447236,0.7007824,0.003085831,0
"271",105738,0.5684114,0.04694472,0.8554095,0.905,0.8779583,0.06093264,0.1395582,1.01e-05,0.228,0.8472362,0.402518,0.005609304,1
"272",26337,0.1596555,0.1201868,0.6410516,0.945,0.8830408,0.08165803,0.08955823,2.31e-05,0.0763,0.959799,0.5198234,0.003006204,1
"273",160525,0.8486594,0.05340053,0.7371082,0.829,0.8753859,0.0426943,0.3463855,0,0.0891,0.280402,0.4659598,0.003471207,1
"274",136136,0.7244114,0.05050811,0.7199191,0.692,0.8685417,0.2839378,0.1536145,0,0.205,0.3276382,0.4025477,0.02436015,1
"275",36455,0.2052631,0.0552199,0.9322548,0.622,0.7819837,0.3906736,0.3072289,0.000531,0.196,0.7266332,0.5556069,0.03075088,1
"276",7613,0.04207803,0.05266032,0.5025278,0.644,0.8385769,0.02735751,0.02309237,0.000688,0.139,0.3366834,0.3304809,0.002254464,0
"277",182455,0.9668881,0.05813401,0.6056623,0.518,0.8122291,0.03450777,0.4809237,0.00435,0.136,0.4572864,0.4025731,0.002584268,0
"278",178777,0.9474591,0.04209695,0.5682508,0.46,0.8703658,0.2683938,0.4779116,0,0.107,0.6261307,0.7458093,0.02743223,1
"279",76637,0.421651,0.1102999,0.5257836,0.474,0.714524,0.06041451,0.5973896,0,0.607,0.5577889,0.4913094,0.002420181,0
"280",135011,0.7190648,0.057096,0.6521739,0.726,0.8320289,0.05108808,0.07449799,0.00329,0.0521,0.9497487,0.6170491,0.003893315,1
"281",92479,0.5012845,0.07842156,0.512639,0.227,0.6332356,0.03626943,0.7821285,0,0.171,0.2743719,0.6337017,0.002029841,0
"282",184011,0.9742711,0.0704022,0.5955511,0.667,0.8209753,0.03305699,0.312249,0.0345,0.0834,0.4060302,0.4290453,0.002055353,0
"283",58412,0.3266651,0.03611106,0.6602629,0.757,0.8671229,0.04435233,0.02299197,1.44e-06,0.141,0.4643216,0.322,0.005247742,1
"284",71991,0.402053,0.06490404,0.6804853,0.742,0.8632098,0.0519171,0.04588353,0,0.0851,0.7045226,0.4024587,0.003493814,1
"285",85428,0.4696729,0.06215315,0.851365,0.398,0.735384,0.1212435,0.1957831,0.00594,0.129,0.678392,0.5070893,0.008509813,1
"286",162037,0.8607197,0.1368078,0.4691608,0.306,0.7535312,0.02725389,0.8915663,0.871,0.157,0.1155779,0.567409,0.0008830813,0
"287",96012,0.5149315,0.05814069,0.653185,0.48,0.8554457,0.04414508,0.7931727,0.000444,0.104,0.8542714,0.6789531,0.003305633,0
"288",38962,0.2249259,0.1000669,0.7330637,0.897,0.7869882,0.04259067,0.03052209,0.597,0.124,0.1869347,0.5081357,0.001877449,1
"289",103326,0.5590424,0.07692002,0.8483316,0.565,0.7460167,0.1295337,0.1495984,0.000164,0.0825,0.8361809,0.4777958,0.007387598,1
"290",184309,0.9756922,0.09577276,0.6188069,0.32,0.7007421,0.04010363,0.7700803,0.868,0.115,0.3567839,0.4001839,0.001845567,0
"291",155135,0.823096,0.0619129,0.3822042,0.71,0.8775529,0.03720207,0.03172691,0.138,0.153,0.5557789,0.42644,0.002620967,0
"292",92937,0.5030403,0.05515539,0.512639,0.516,0.7818434,0.06694301,0.7419679,0,0.162,0.2994975,0.4381108,0.005275211,0
"293",13313,0.08213402,0.07818799,0.5379171,0.0717,0.6690624,0.03751295,0.6134538,8.69e-06,0.111,0.1477387,0.3876997,0.002105561,0
"294",152666,0.8106147,0.1072846,0.3164813,0.731,0.835755,0.06279793,0.6957831,1.9e-05,0.656,0.3909548,0.6107965,0.002585157,1
"295",47453,0.2775855,0.07321259,0.5278059,0.596,0.8510648,0.04455959,0.0008795181,0.0913,0.106,0.03949749,0.6778771,0.002666829,0
"296",47522,0.2780136,0.1187261,0.6703741,0.898,0.7659412,0.04290155,0.1194779,0.877,0.0968,0.3829146,0.482892,0.001598532,1
"297",52207,0.3006951,0.06598237,0.7168857,0.371,0.801612,0.03253886,0.002178715,0.806,0.056,0.5537688,0.4196493,0.002154933,1
"298",114253,0.6097807,0.0357443,0.4994944,0.797,0.8349288,0.04279793,0.2751004,0,0.124,0.9326633,0.5378825,0.005113209,1
"299",37559,0.2160605,0.04538811,0.5025278,0.965,0.8516884,0.04849741,0.09457831,0.832,0.109,0.07306533,0.656463,0.004611619,1
"300",95033,0.5113443,0.09149808,0.5935288,0.903,0.8749337,0.05025907,0.03222892,0.00245,0.424,0.881407,0.3228642,0.002418818,1
"301",115559,0.6211646,0.08938118,0.3559151,0.526,0.7097845,0.0346114,0.2821285,0.843,0.606,0.6512563,0.5563948,0.001704388,0
"302",33368,0.1881404,0.05198129,0.463094,0.659,0.8316392,0.03098446,0.02259036,0.00264,0.279,0.3829146,0.6192011,0.002585551,0
"303",180538,0.9568318,0.05125304,0.6703741,0.475,0.7976989,0.04321244,0.6455823,0,0.122,0.6472362,0.6065221,0.003655373,0
"304",166994,0.8871359,0.05284051,0.90091,0.651,0.8885598,0.1834197,0.2319277,0,0.165,0.6713568,0.5503666,0.01506537,1
"305",25779,0.1572772,0.09496832,0.6916077,0.791,0.806523,0.03253886,0.01465863,0.000159,0.391,0.8914573,0.5077078,0.001509876,1
"306",116839,0.6279467,0.04300983,0.5652174,0.689,0.7927411,0.1264249,0.01325301,0.000206,0.273,0.560804,0.6782753,0.01265888,1
"307",121809,0.6506966,0.07958943,0.3235592,0.234,0.7393595,0.02797927,0.8453815,0.000601,0.103,0.2502513,0.349849,0.001543426,0
"308",20463,0.120427,0.06459261,0.3822042,0.0913,0.6168969,0.04238342,0.9799197,0.343,0.2,0.120603,0.6359554,0.002865602,0
"309",17396,0.1022574,0.08497275,0.4843276,0.249,0.7399364,0.03222798,0.815261,0.0162,0.091,0.07668342,0.477135,0.001667587,0
"310",9408,0.05786584,0.1596115,0.2325581,0.704,0.7643198,0.05896373,0.7700803,0.87,0.112,0.3105528,0.3997772,0.001640737,0
"311",42885,0.2495539,0.04651844,0.760364,0.312,0.7669078,0.08072539,0.8995984,0.493,0.115,0.281407,0.3812352,0.007496846,0
"312",676,0.00307984571987796,0.0535809919878631,0.786653185035389,0.675,0.85920301830314,0.0344041450777202,0.522088353413655,0,0.145,0.896482412060302,0.487594203144129,0.00278808181057425,1
"313",151457,0.8035519,0.0652341,0.7785642,0.609,0.8435347,0.357513,0.2148594,0,0.166,0.6341709,0.3852935,0.02394085,1
"314",127039,0.6745798,0.05326177,0.5793731,0.931,0.8646285,0.06580311,0.1094378,0.00056,0.314,0.8613065,0.5010908,0.005363506,1
"315",158755,0.8399128,0.06755705,0.9373104,0.552,0.8064918,0.1181347,0.1375502,0,0.0678,0.5869347,0.5127998,0.007646181,1
"316",16575,0.09574506,0.05924265,0.6046512,0.868,0.8557575,0.09170984,0.01817269,8.21e-06,0.121,0.559799,0.7528965,0.006743495,1
"317",164761,0.8727909,0.04609745,0.5561173,0.702,0.8466683,0.02911917,0.04618474,1.4e-06,0.119,0.5175879,0.6776611,0.002727991,1
"318",171548,0.9086912,0.03014047,0.8402427,0.368,0.6996975,0.2238342,0.02821285,0.374,0.113,0.3497487,0.4447405,0.03142453,1
"319",5999,0.02961833,0.05178303,0.5733064,0.486,0.7713199,0.0346114,0.01194779,9.4e-06,0.0442,0.2512563,0.3768931,0.002898881,1
"320",174101,0.9219317,0.03840676,0.8281092,0.878,0.8438621,0.04145078,0.2620482,4.07e-05,0.0842,0.7829146,0.4913941,0.004624852,1
"321",107620,0.5758916,0.04726477,0.6754297,0.618,0.8153628,0.04735751,0.1064257,0,0.117,0.5326633,0.4023443,0.004331211,1
"322",151003,0.8014183,0.05011854,0.7017189,0.551,0.842989,0.05025907,0.7068273,0,0.1,0.9125628,0.4024545,0.004344238,1
"323",65468,0.3595648,0.05604047,0.5834176,0.729,0.8220043,0.04642487,0.2138554,9.14e-06,0.142,0.3487437,0.3811801,0.003602433,1
"324",89421,0.4887852,0.05204663,0.4944388,0.111,0.7221166,0.1027979,1,3.28e-05,0.22,0.5708543,0.3628288,0.008567751,0
"325",2212,0.0101282309596454,0.0654860253360821,0.757330637007078,0.698,0.814224688971345,0.0503626943005181,0.0511044176706827,0.0178,0.116,0.771859296482412,0.404051529490509,0.00335992223518011,1
"326",77968,0.4311748,0.04477582,0.8816987,0.585,0.8390134,0.134715,0.04628514,0,0.196,0.8854271,0.5082543,0.01297822,1
"327",101633,0.5523394,0.06368945,0.752275,0.341,0.6742384,0.119171,0.188755,0.157,0.104,0.8422111,0.4783508,0.008168322,1
"328",116644,0.6269753,0.04268617,0.6420627,0.958,0.8820741,0.1046632,0.123494,5.93e-06,0.169,0.6291457,0.5893272,0.01055603,1
"329",136563,0.726106,0.06003236,0.5813953,0.443,0.7541704,0.2901554,0.7590361,0,0.109,0.6613065,0.4823455,0.02106315,0
"330",158067,0.8368725,0.1559608,0.7745197,0.685,0.8404633,0.1979275,0.08895582,0.0152,0.11,0.7266332,0.5136131,0.005634966,1
"331",2560,0.0116069886592597,0.0324878889212061,0.930232558139535,0.424,0.853730784821178,0.23419689119171,0.00419678714859438,1.62e-06,0.164,0.116582914572864,0.571785019846733,0.0306326251659484,1
"332",5636,0.02770422,0.0653342,0.4994944,0.406,0.8033426,0.05792746,0.8514056,5.63e-06,0.0765,0.08572864,0.6776145,0.003873333,0
"333",5675,0.02785174,0.05637943,0.6936299,0.657,0.8058526,0.08310881,0.4166667,0.0174,0.0671,0.6623116,0.3387585,0.006411468,1
"334",42486,0.2478088,0.04321949,0.7350859,0.549,0.7567429,0.0442487,0.4126506,0.56,0.122,0.6623116,0.4659767,0.004410002,0
"335",166686,0.8830126,0.06000455,0.4448938,0.478,0.6803498,0.03378238,0.3644578,0.0407,0.121,0.5427136,0.6782499,0.002453454,0
"336",149877,0.7964783,0.05996562,0.5611729,0.692,0.861105,0.02870466,0.08674699,3.25e-05,0.232,0.3145729,0.3770032,0.002085996,1
"337",25281,0.1538088,0.05403424,0.6936299,0.358,0.7358049,0.03709845,0.6616466,0.102,0.0993,0.4572864,0.4923515,0.002982049,0
"338",125281,0.6678012,0.05110872,0.4266936,0.544,0.8559134,0.06777202,0.6616466,0,0.214,0.2914573,0.4530562,0.005748505,1
"339",87301,0.4782072,0.05329931,0.8392315,0.884,0.8910698,0.06290155,0.04799197,1.07e-06,0.0983,0.7567839,0.54225,0.005123516,1
"340",34951,0.1944692,0.06505225,0.5803842,0.853,0.8940476,0.0519171,0.125502,0,0.0907,0.8090452,0.6946187,0.003486076,1
"341",66545,0.3642745,0.07622569,0.3326593,0.32,0.8227682,0.03253886,0.684739,0,0.1,0.1246231,0.5594957,0.001872265,0
"342",45876,0.2678242,0.05606716,0.8210313,0.873,0.8234854,0.1170984,0.02841365,0.00809,0.479,0.7839196,0.4533739,0.009082307,1
"343",115658,0.6216647,0.08252968,0.5733064,0.658,0.7493218,0.03212435,0.6516064,0.521,0.696,0.7668342,0.4852134,0.001710344,0
"344",122737,0.6546327,0.04000813,0.718908,0.765,0.859811,0.2725389,0.2981928,0,0.282,0.4723618,0.4178066,0.02924547,1
"345",167190,0.8879562,0.08172135,0.7077856,0.402,0.7806118,0.2880829,0.05,1.04e-06,0.16,0.5015075,0.3298794,0.01548625,1
"346",113529,0.6062979,0.07722728,0.5955511,0.47,0.8047301,0.03937824,0.1495984,0.00216,0.144,0.6482412,0.6781271,0.002237105,0
"347",176805,0.9371078,0.04240755,0.7542973,0.434,0.8261202,0.04404145,0.12751,0.925,0.329,0.3306533,0.4618591,0.004469847,1
"348",98561,0.538937,0.06911587,0.5156724,0.532,0.7851174,0.03761658,0.0812249,3.34e-05,0.064,0.7376884,0.53981,0.002381236,1
"349",78500,0.4358234,0.09413246,0.3983822,0.48,0.7237068,0.03606218,0.07078313,0.826,0.0941,0.7396985,0.5576106,0.001687936,0
"350",139383,0.7428221,0.0587972,0.7249747,0.79,0.8353653,0.03544041,0.3092369,0,0.0871,0.5386935,0.5427584,0.002625097,1
"351",145867,0.7750561,0.05163482,0.7967644,0.443,0.7947834,0.3533679,0.1074297,0,0.115,0.2221106,0.5340656,0.02967835,1
"352",74776,0.4142428,0.1073386,0.3407482,0.789,0.8981323,0.08621762,0.7459839,0,0.0599,0.7226131,0.345922,0.003547505,0
"353",32864,0.1862227,0.05286581,0.4914055,0.136,0.7259362,0.02953368,0.87751,4.26e-06,0.119,0.3005025,0.3809429,0.002424659,0
"354",158086,0.8369589,0.07653824,0.70273,0.729,0.8473699,0.03637306,0.7339357,0.000347,0.226,0.5628141,0.4868698,0.002084539,0
"355",164887,0.8733126,0.04898126,0.6309403,0.532,0.8109195,0.07160622,0.8263052,5.61e-05,0.0712,0.360804,0.444427,0.00632786,0
"356",185730,0.981341,0.06752896,0.1951466,0.035,0.6646971,0.03336788,0.9437751,8.28e-05,0.096,0.08623116,0.3383307,0.002160585,0
"357",112615,0.6013938,0.06024257,0.851365,0.614,0.7814536,0.03326425,0.6827309,0.00405,0.0843,0.9658291,0.5592839,0.002406566,1
"358",18881,0.1098598,0.04223626,0.3296259,0.481,0.736335,0.03564767,0.5321285,0.000554,0.134,0.4080402,0.5039884,0.003631999,0
"359",58154,0.3256613,0.1005176,0.5662285,0.611,0.8220667,0.2238342,0.3042169,4.36e-06,0.108,0.1447236,0.4837392,0.009823447,1
"360",13139,0.0814684,0.07719975,0.4438827,0.142,0.7149138,0.05917098,0.9246988,0,0.0683,0.3286432,0.3393135,0.003362715,0
"361",2380,0.0108873985377929,0.0450741791410825,0.630940343781598,0.836,0.84958373608556,0.227979274611399,0.308232931726908,0.00122,0.0987,0.946733668341708,0.561075832736731,0.0218235404126618,1
"362",52505,0.3018177,0.05041134,0.851365,0.681,0.8786287,0.1170984,0.07891566,5.85e-06,0.177,0.7708543,0.6863877,0.01006494,1
"363",36809,0.2078068,0.0794999,0.7987867,0.705,0.8321537,0.2663212,0.3313253,0,0.132,0.5246231,0.430223,0.0147073,1
"364",150752,0.8003785,0.05214507,0.6673407,0.667,0.8283184,0.04911917,0.1415663,5.26e-05,0.107,0.4542714,0.486747,0.004086404,1
"365",695,0.00315540268263197,0.0507041415412644,0.725985844287159,0.897,0.86882230052072,0.115025906735751,0.1285140562249,0,0.741,0.812060301507538,0.444931140096332,0.00983172699723638,1
"366",146189,0.7765745,0.07316059,0.9039434,0.59,0.8463098,0.2290155,0.09728916,8.9e-06,0.329,0.5788945,0.6227638,0.01371576,1
"367",147725,0.7836013,0.0603068,0.5419616,0.76,0.8251224,0.2093264,0.02008032,0.00138,0.111,0.07959799,0.5507606,0.01512848,1
